"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","QGDP","TOT","PC_CHGPP","Q","1959-Q1",0.652804457,
"GBR","QGDP","TOT","PC_CHGPP","Q","1959-Q2",1.662864964,
"GBR","QGDP","TOT","PC_CHGPP","Q","1959-Q3",2.149476093,
"GBR","QGDP","TOT","PC_CHGPP","Q","1959-Q4",2.561117579,
"GBR","QGDP","TOT","PC_CHGPP","Q","1960-Q1",2.492165135,
"GBR","QGDP","TOT","PC_CHGPP","Q","1960-Q2",-0.767569827,
"GBR","QGDP","TOT","PC_CHGPP","Q","1960-Q3",1.511216554,
"GBR","QGDP","TOT","PC_CHGPP","Q","1960-Q4",0.597423611,
"GBR","QGDP","TOT","PC_CHGPP","Q","1961-Q1",1.630408633,
"GBR","QGDP","TOT","PC_CHGPP","Q","1961-Q2",0.423382052,
"GBR","QGDP","TOT","PC_CHGPP","Q","1961-Q3",-0.511843107,
"GBR","QGDP","TOT","PC_CHGPP","Q","1961-Q4",-0.173974263,
"GBR","QGDP","TOT","PC_CHGPP","Q","1962-Q1",0.447560794,
"GBR","QGDP","TOT","PC_CHGPP","Q","1962-Q2",0.924888271,
"GBR","QGDP","TOT","PC_CHGPP","Q","1962-Q3",0.625434794,
"GBR","QGDP","TOT","PC_CHGPP","Q","1962-Q4",-0.39287115,
"GBR","QGDP","TOT","PC_CHGPP","Q","1963-Q1",0.419113721,
"GBR","QGDP","TOT","PC_CHGPP","Q","1963-Q2",4.391631443,
"GBR","QGDP","TOT","PC_CHGPP","Q","1963-Q3",0.485115485,
"GBR","QGDP","TOT","PC_CHGPP","Q","1963-Q4",2.266247672,
"GBR","QGDP","TOT","PC_CHGPP","Q","1964-Q1",0.621379674,
"GBR","QGDP","TOT","PC_CHGPP","Q","1964-Q2",1.863709687,
"GBR","QGDP","TOT","PC_CHGPP","Q","1964-Q3",0.383813352,
"GBR","QGDP","TOT","PC_CHGPP","Q","1964-Q4",1.51794316,
"GBR","QGDP","TOT","PC_CHGPP","Q","1965-Q1",-0.303675542,
"GBR","QGDP","TOT","PC_CHGPP","Q","1965-Q2",0.073770443,
"GBR","QGDP","TOT","PC_CHGPP","Q","1965-Q3",0.822766374,
"GBR","QGDP","TOT","PC_CHGPP","Q","1965-Q4",0.613218394,
"GBR","QGDP","TOT","PC_CHGPP","Q","1966-Q1",0.165849142,
"GBR","QGDP","TOT","PC_CHGPP","Q","1966-Q2",0.586239176,
"GBR","QGDP","TOT","PC_CHGPP","Q","1966-Q3",0.311187632,
"GBR","QGDP","TOT","PC_CHGPP","Q","1966-Q4",-0.428512615,
"GBR","QGDP","TOT","PC_CHGPP","Q","1967-Q1",1.348722906,
"GBR","QGDP","TOT","PC_CHGPP","Q","1967-Q2",1.420412103,
"GBR","QGDP","TOT","PC_CHGPP","Q","1967-Q3",0.440778217,
"GBR","QGDP","TOT","PC_CHGPP","Q","1967-Q4",0.502019359,
"GBR","QGDP","TOT","PC_CHGPP","Q","1968-Q1",3.650364251,
"GBR","QGDP","TOT","PC_CHGPP","Q","1968-Q2",-0.3952826,
"GBR","QGDP","TOT","PC_CHGPP","Q","1968-Q3",1.963054776,
"GBR","QGDP","TOT","PC_CHGPP","Q","1968-Q4",0.394009352,
"GBR","QGDP","TOT","PC_CHGPP","Q","1969-Q1",-0.250135424,
"GBR","QGDP","TOT","PC_CHGPP","Q","1969-Q2",0.792218371,
"GBR","QGDP","TOT","PC_CHGPP","Q","1969-Q3",0.551990069,
"GBR","QGDP","TOT","PC_CHGPP","Q","1969-Q4",0.468060517,
"GBR","QGDP","TOT","PC_CHGPP","Q","1970-Q1",-0.63424505,
"GBR","QGDP","TOT","PC_CHGPP","Q","1970-Q2",2.361106726,
"GBR","QGDP","TOT","PC_CHGPP","Q","1970-Q3",0.993702609,
"GBR","QGDP","TOT","PC_CHGPP","Q","1970-Q4",0.87143308,
"GBR","QGDP","TOT","PC_CHGPP","Q","1971-Q1",-0.49502952,
"GBR","QGDP","TOT","PC_CHGPP","Q","1971-Q2",1.793203475,
"GBR","QGDP","TOT","PC_CHGPP","Q","1971-Q3",1.77655997,
"GBR","QGDP","TOT","PC_CHGPP","Q","1971-Q4",0.385234788,
"GBR","QGDP","TOT","PC_CHGPP","Q","1972-Q1",0.113615307,
"GBR","QGDP","TOT","PC_CHGPP","Q","1972-Q2",2.643794049,
"GBR","QGDP","TOT","PC_CHGPP","Q","1972-Q3",0.270476751,
"GBR","QGDP","TOT","PC_CHGPP","Q","1972-Q4",1.554122162,
"GBR","QGDP","TOT","PC_CHGPP","Q","1973-Q1",4.964747219,
"GBR","QGDP","TOT","PC_CHGPP","Q","1973-Q2",0.134075038,
"GBR","QGDP","TOT","PC_CHGPP","Q","1973-Q3",-0.944805785,
"GBR","QGDP","TOT","PC_CHGPP","Q","1973-Q4",-0.436401722,
"GBR","QGDP","TOT","PC_CHGPP","Q","1974-Q1",-2.737780016,
"GBR","QGDP","TOT","PC_CHGPP","Q","1974-Q2",1.429145887,
"GBR","QGDP","TOT","PC_CHGPP","Q","1974-Q3",0.623390827,
"GBR","QGDP","TOT","PC_CHGPP","Q","1974-Q4",-1.463229067,
"GBR","QGDP","TOT","PC_CHGPP","Q","1975-Q1",0.060207186,
"GBR","QGDP","TOT","PC_CHGPP","Q","1975-Q2",-1.648500549,
"GBR","QGDP","TOT","PC_CHGPP","Q","1975-Q3",-0.350264333,
"GBR","QGDP","TOT","PC_CHGPP","Q","1975-Q4",1.145875318,
"GBR","QGDP","TOT","PC_CHGPP","Q","1976-Q1",1.653237203,
"GBR","QGDP","TOT","PC_CHGPP","Q","1976-Q2",-0.129451608,
"GBR","QGDP","TOT","PC_CHGPP","Q","1976-Q3",1.272004491,
"GBR","QGDP","TOT","PC_CHGPP","Q","1976-Q4",2.118166659,
"GBR","QGDP","TOT","PC_CHGPP","Q","1977-Q1",0.018535681,
"GBR","QGDP","TOT","PC_CHGPP","Q","1977-Q2",-0.717021427,
"GBR","QGDP","TOT","PC_CHGPP","Q","1977-Q3",0.680867706,
"GBR","QGDP","TOT","PC_CHGPP","Q","1977-Q4",1.703459448,
"GBR","QGDP","TOT","PC_CHGPP","Q","1978-Q1",0.883254195,
"GBR","QGDP","TOT","PC_CHGPP","Q","1978-Q2",1.168508775,
"GBR","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.377849789,
"GBR","QGDP","TOT","PC_CHGPP","Q","1978-Q4",0.903984664,
"GBR","QGDP","TOT","PC_CHGPP","Q","1979-Q1",-0.355860051,
"GBR","QGDP","TOT","PC_CHGPP","Q","1979-Q2",4.397800474,
"GBR","QGDP","TOT","PC_CHGPP","Q","1979-Q3",-2.232754797,
"GBR","QGDP","TOT","PC_CHGPP","Q","1979-Q4",1.039069334,
"GBR","QGDP","TOT","PC_CHGPP","Q","1980-Q1",-0.952731568,
"GBR","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-1.996903962,
"GBR","QGDP","TOT","PC_CHGPP","Q","1980-Q3",-0.104192715,
"GBR","QGDP","TOT","PC_CHGPP","Q","1980-Q4",-1.092661354,
"GBR","QGDP","TOT","PC_CHGPP","Q","1981-Q1",-0.053992264,
"GBR","QGDP","TOT","PC_CHGPP","Q","1981-Q2",0.226214744,
"GBR","QGDP","TOT","PC_CHGPP","Q","1981-Q3",1.093149289,
"GBR","QGDP","TOT","PC_CHGPP","Q","1981-Q4",0.122461731,
"GBR","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.178475594,
"GBR","QGDP","TOT","PC_CHGPP","Q","1982-Q2",1.052334322,
"GBR","QGDP","TOT","PC_CHGPP","Q","1982-Q3",0.244521888,
"GBR","QGDP","TOT","PC_CHGPP","Q","1982-Q4",0.696929819,
"GBR","QGDP","TOT","PC_CHGPP","Q","1983-Q1",1.852809341,
"GBR","QGDP","TOT","PC_CHGPP","Q","1983-Q2",0.827410883,
"GBR","QGDP","TOT","PC_CHGPP","Q","1983-Q3",1.08345755,
"GBR","QGDP","TOT","PC_CHGPP","Q","1983-Q4",0.852220362,
"GBR","QGDP","TOT","PC_CHGPP","Q","1984-Q1",0.697636436,
"GBR","QGDP","TOT","PC_CHGPP","Q","1984-Q2",-0.882030369,
"GBR","QGDP","TOT","PC_CHGPP","Q","1984-Q3",0.64091575,
"GBR","QGDP","TOT","PC_CHGPP","Q","1984-Q4",1.960829859,
"GBR","QGDP","TOT","PC_CHGPP","Q","1985-Q1",0.799623349,
"GBR","QGDP","TOT","PC_CHGPP","Q","1985-Q2",2.137637487,
"GBR","QGDP","TOT","PC_CHGPP","Q","1985-Q3",0.091829396,
"GBR","QGDP","TOT","PC_CHGPP","Q","1985-Q4",0.236179275,
"GBR","QGDP","TOT","PC_CHGPP","Q","1986-Q1",1.132900807,
"GBR","QGDP","TOT","PC_CHGPP","Q","1986-Q2",0.741475755,
"GBR","QGDP","TOT","PC_CHGPP","Q","1986-Q3",0.4585683,
"GBR","QGDP","TOT","PC_CHGPP","Q","1986-Q4",1.791063001,
"GBR","QGDP","TOT","PC_CHGPP","Q","1987-Q1",0.939931199,
"GBR","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.463181038,
"GBR","QGDP","TOT","PC_CHGPP","Q","1987-Q3",2.421152356,
"GBR","QGDP","TOT","PC_CHGPP","Q","1987-Q4",1.11098778,
"GBR","QGDP","TOT","PC_CHGPP","Q","1988-Q1",1.735826963,
"GBR","QGDP","TOT","PC_CHGPP","Q","1988-Q2",0.548027624,
"GBR","QGDP","TOT","PC_CHGPP","Q","1988-Q3",1.484552846,
"GBR","QGDP","TOT","PC_CHGPP","Q","1988-Q4",0.832518866,
"GBR","QGDP","TOT","PC_CHGPP","Q","1989-Q1",0.407737802,
"GBR","QGDP","TOT","PC_CHGPP","Q","1989-Q2",0.626372861,
"GBR","QGDP","TOT","PC_CHGPP","Q","1989-Q3",0.067311473,
"GBR","QGDP","TOT","PC_CHGPP","Q","1989-Q4",0.067894851,
"GBR","QGDP","TOT","PC_CHGPP","Q","1990-Q1",0.648018721,
"GBR","QGDP","TOT","PC_CHGPP","Q","1990-Q2",0.490921234,
"GBR","QGDP","TOT","PC_CHGPP","Q","1990-Q3",-1.059967515,
"GBR","QGDP","TOT","PC_CHGPP","Q","1990-Q4",-0.360665206,
"GBR","QGDP","TOT","PC_CHGPP","Q","1991-Q1",-0.315031078,
"GBR","QGDP","TOT","PC_CHGPP","Q","1991-Q2",-0.148848557,
"GBR","QGDP","TOT","PC_CHGPP","Q","1991-Q3",-0.242120788,
"GBR","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.151018582,
"GBR","QGDP","TOT","PC_CHGPP","Q","1992-Q1",-0.012037926,
"GBR","QGDP","TOT","PC_CHGPP","Q","1992-Q2",-0.137819162,
"GBR","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.61390373,
"GBR","QGDP","TOT","PC_CHGPP","Q","1992-Q4",0.66754748,
"GBR","QGDP","TOT","PC_CHGPP","Q","1993-Q1",0.690059139,
"GBR","QGDP","TOT","PC_CHGPP","Q","1993-Q2",0.47472243,
"GBR","QGDP","TOT","PC_CHGPP","Q","1993-Q3",0.784885611,
"GBR","QGDP","TOT","PC_CHGPP","Q","1993-Q4",0.66848534,
"GBR","QGDP","TOT","PC_CHGPP","Q","1994-Q1",1.165132687,
"GBR","QGDP","TOT","PC_CHGPP","Q","1994-Q2",1.142664085,
"GBR","QGDP","TOT","PC_CHGPP","Q","1994-Q3",1.088298627,
"GBR","QGDP","TOT","PC_CHGPP","Q","1994-Q4",0.54227407,
"GBR","QGDP","TOT","PC_CHGPP","Q","1995-Q1",0.368565149,
"GBR","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.36311861,
"GBR","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.983747914,
"GBR","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.231353272,
"GBR","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.5543116,
"GBR","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.21065647,
"GBR","QGDP","TOT","PC_CHGPP","Q","1996-Q3",1.102764766,
"GBR","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.542455669,
"GBR","QGDP","TOT","PC_CHGPP","Q","1997-Q1",1.793340214,
"GBR","QGDP","TOT","PC_CHGPP","Q","1997-Q2",0.845069653,
"GBR","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.679984498,
"GBR","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.197077698,
"GBR","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.688948887,
"GBR","QGDP","TOT","PC_CHGPP","Q","1998-Q2",0.71752196,
"GBR","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.523815644,
"GBR","QGDP","TOT","PC_CHGPP","Q","1998-Q4",0.730094615,
"GBR","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.599685003,
"GBR","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.300501351,
"GBR","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.596845332,
"GBR","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.368329551,
"GBR","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.986406683,
"GBR","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.64698477,
"GBR","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.382359938,
"GBR","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.285860881,
"GBR","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.855138138,
"GBR","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.45993671,
"GBR","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.468170648,
"GBR","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.225694735,
"GBR","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.52893754,
"GBR","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.648963487,
"GBR","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.701421488,
"GBR","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.880044436,
"GBR","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.561056412,
"GBR","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.763307636,
"GBR","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.981985845,
"GBR","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.791027155,
"GBR","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.446923347,
"GBR","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.54316137,
"GBR","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.246693284,
"GBR","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.348659208,
"GBR","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.607756489,
"GBR","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.963318523,
"GBR","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.882092924,
"GBR","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.092055496,
"GBR","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.52996235,
"GBR","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.345980978,
"GBR","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.232546297,
"GBR","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.638018628,
"GBR","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.783737963,
"GBR","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.463747548,
"GBR","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.682438581,
"GBR","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.385228837,
"GBR","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.603271437,
"GBR","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.45050659,
"GBR","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-1.490218453,
"GBR","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-2.005279354,
"GBR","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.802244248,
"GBR","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.313933676,
"GBR","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.063201652,
"GBR","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.3103824,
"GBR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.698471499,
"GBR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.133482316,
"GBR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.700938054,
"GBR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.120686818,
"GBR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.46235612,
"GBR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.101107568,
"GBR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.319361612,
"GBR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.127212644,
"GBR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.677605433,
"GBR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.05884998,
"GBR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.224551575,
"GBR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.246822544,
"GBR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.459137577,
"GBR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.657147062,
"GBR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.767182928,
"GBR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.525966842,
"GBR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.932765882,
"GBR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.806169711,
"GBR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.677173328,
"GBR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.560482829,
"GBR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.644738174,
"GBR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.738449044,
"GBR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.537252584,
"GBR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.679861698,
"GBR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.441647198,
"GBR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.577337338,
"GBR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.445252857,
"GBR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.73929692,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.649836103,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.310747896,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.428297394,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.402869485,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.236706446,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.54664776,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.631727016,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.335440843,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.641957711,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.13273242,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.45897235,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.044750089,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.525884387,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-19.428322456,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",17.595765822,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.482439501,
"GBR","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-1.171912613,
"GBR","QGDP","TOT","PC_CHGPP","Q","2021-Q2",5.555746599,
"GBR","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.937339938,
"GBR","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.275237583,
"GBR","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.751223416,
"HUN","QGDP","TOT","PC_CHGPP","A","1996",0.082414523,
"HUN","QGDP","TOT","PC_CHGPP","A","1997",3.143123696,
"HUN","QGDP","TOT","PC_CHGPP","A","1998",3.900000722,
"HUN","QGDP","TOT","PC_CHGPP","A","1999",3.071031307,
"HUN","QGDP","TOT","PC_CHGPP","A","2000",4.479193809,
"HUN","QGDP","TOT","PC_CHGPP","A","2001",4.074087609,
"HUN","QGDP","TOT","PC_CHGPP","A","2002",4.741285863,
"HUN","QGDP","TOT","PC_CHGPP","A","2003",4.084523338,
"HUN","QGDP","TOT","PC_CHGPP","A","2004",5.000444879,
"HUN","QGDP","TOT","PC_CHGPP","A","2005",4.295281898,
"HUN","QGDP","TOT","PC_CHGPP","A","2006",3.947772868,
"HUN","QGDP","TOT","PC_CHGPP","A","2007",0.276980749,
"HUN","QGDP","TOT","PC_CHGPP","A","2008",1.006458713,
"HUN","QGDP","TOT","PC_CHGPP","A","2009",-6.595471338,
"HUN","QGDP","TOT","PC_CHGPP","A","2010",1.08311547,
"HUN","QGDP","TOT","PC_CHGPP","A","2011",1.860158295,
"HUN","QGDP","TOT","PC_CHGPP","A","2012",-1.257749507,
"HUN","QGDP","TOT","PC_CHGPP","A","2013",1.806360782,
"HUN","QGDP","TOT","PC_CHGPP","A","2014",4.22372876,
"HUN","QGDP","TOT","PC_CHGPP","A","2015",3.703259936,
"HUN","QGDP","TOT","PC_CHGPP","A","2016",2.191960369,
"HUN","QGDP","TOT","PC_CHGPP","A","2017",4.268557419,
"HUN","QGDP","TOT","PC_CHGPP","A","2018",5.359499173,
"HUN","QGDP","TOT","PC_CHGPP","A","2019",4.554060409,
"HUN","QGDP","TOT","PC_CHGPP","A","2020",-4.46322087,"P"
"HUN","QGDP","TOT","PC_CHGPP","A","2021",7.096612232,"P"
"BRA","QGDP","TOT","PC_CHGPY","Q","1997-Q1",4.775143292,
"BRA","QGDP","TOT","PC_CHGPY","Q","1997-Q2",4.578543069,
"BRA","QGDP","TOT","PC_CHGPY","Q","1997-Q3",1.872738101,
"BRA","QGDP","TOT","PC_CHGPY","Q","1997-Q4",3.727528002,
"BRA","QGDP","TOT","PC_CHGPY","Q","1998-Q1",0.749830979,
"BRA","QGDP","TOT","PC_CHGPY","Q","1998-Q2",1.662319723,
"BRA","QGDP","TOT","PC_CHGPY","Q","1998-Q3",0.493126032,
"BRA","QGDP","TOT","PC_CHGPY","Q","1998-Q4",-1.460978298,
"BRA","QGDP","TOT","PC_CHGPY","Q","1999-Q1",0.793560866,
"BRA","QGDP","TOT","PC_CHGPY","Q","1999-Q2",-0.554223599,
"BRA","QGDP","TOT","PC_CHGPY","Q","1999-Q3",-0.46078052,
"BRA","QGDP","TOT","PC_CHGPY","Q","1999-Q4",2.146873845,
"BRA","QGDP","TOT","PC_CHGPY","Q","2000-Q1",2.89278231,
"BRA","QGDP","TOT","PC_CHGPY","Q","2000-Q2",4.077294833,
"BRA","QGDP","TOT","PC_CHGPY","Q","2000-Q3",5.141611567,
"BRA","QGDP","TOT","PC_CHGPY","Q","2000-Q4",4.961148308,
"BRA","QGDP","TOT","PC_CHGPY","Q","2001-Q1",4.249893137,
"BRA","QGDP","TOT","PC_CHGPY","Q","2001-Q2",2.294999172,
"BRA","QGDP","TOT","PC_CHGPY","Q","2001-Q3",0.577436439,
"BRA","QGDP","TOT","PC_CHGPY","Q","2001-Q4",-0.92259861,
"BRA","QGDP","TOT","PC_CHGPY","Q","2002-Q1",0.975735573,
"BRA","QGDP","TOT","PC_CHGPY","Q","2002-Q2",2.077208768,
"BRA","QGDP","TOT","PC_CHGPY","Q","2002-Q3",3.857176533,
"BRA","QGDP","TOT","PC_CHGPY","Q","2002-Q4",5.201818232,
"BRA","QGDP","TOT","PC_CHGPY","Q","2003-Q1",2.414396348,
"BRA","QGDP","TOT","PC_CHGPY","Q","2003-Q2",0.926611281,
"BRA","QGDP","TOT","PC_CHGPY","Q","2003-Q3",0.656200329,
"BRA","QGDP","TOT","PC_CHGPY","Q","2003-Q4",0.680518483,
"BRA","QGDP","TOT","PC_CHGPY","Q","2004-Q1",2.533154278,
"BRA","QGDP","TOT","PC_CHGPY","Q","2004-Q2",6.266127627,
"BRA","QGDP","TOT","PC_CHGPY","Q","2004-Q3",6.585815421,
"BRA","QGDP","TOT","PC_CHGPY","Q","2004-Q4",6.303451526,
"BRA","QGDP","TOT","PC_CHGPY","Q","2005-Q1",5.593052355,
"BRA","QGDP","TOT","PC_CHGPY","Q","2005-Q2",4.22650857,
"BRA","QGDP","TOT","PC_CHGPY","Q","2005-Q3",2.132121676,
"BRA","QGDP","TOT","PC_CHGPY","Q","2005-Q4",2.631786947,
"BRA","QGDP","TOT","PC_CHGPY","Q","2006-Q1",3.622534445,
"BRA","QGDP","TOT","PC_CHGPY","Q","2006-Q2",2.437477584,
"BRA","QGDP","TOT","PC_CHGPY","Q","2006-Q3",4.928704349,
"BRA","QGDP","TOT","PC_CHGPY","Q","2006-Q4",4.851493766,
"BRA","QGDP","TOT","PC_CHGPY","Q","2007-Q1",5.143556443,
"BRA","QGDP","TOT","PC_CHGPY","Q","2007-Q2",6.519753784,
"BRA","QGDP","TOT","PC_CHGPY","Q","2007-Q3",5.890412699,
"BRA","QGDP","TOT","PC_CHGPY","Q","2007-Q4",6.266327219,
"BRA","QGDP","TOT","PC_CHGPY","Q","2008-Q1",5.365089969,
"BRA","QGDP","TOT","PC_CHGPY","Q","2008-Q2",6.183977413,
"BRA","QGDP","TOT","PC_CHGPY","Q","2008-Q3",6.618019901,
"BRA","QGDP","TOT","PC_CHGPY","Q","2008-Q4",1.024877738,
"BRA","QGDP","TOT","PC_CHGPY","Q","2009-Q1",-1.470628363,
"BRA","QGDP","TOT","PC_CHGPY","Q","2009-Q2",-2.007727981,
"BRA","QGDP","TOT","PC_CHGPY","Q","2009-Q3",-1.135240386,
"BRA","QGDP","TOT","PC_CHGPY","Q","2009-Q4",5.351818309,
"BRA","QGDP","TOT","PC_CHGPY","Q","2010-Q1",9.254602983,
"BRA","QGDP","TOT","PC_CHGPY","Q","2010-Q2",8.38512804,
"BRA","QGDP","TOT","PC_CHGPY","Q","2010-Q3",6.97390003,
"BRA","QGDP","TOT","PC_CHGPY","Q","2010-Q4",5.74796533,
"BRA","QGDP","TOT","PC_CHGPY","Q","2011-Q1",4.902462663,
"BRA","QGDP","TOT","PC_CHGPY","Q","2011-Q2",4.868691531,
"BRA","QGDP","TOT","PC_CHGPY","Q","2011-Q3",3.599559511,
"BRA","QGDP","TOT","PC_CHGPY","Q","2011-Q4",3.056824184,
"BRA","QGDP","TOT","PC_CHGPY","Q","2012-Q1",0.2699929,
"BRA","QGDP","TOT","PC_CHGPY","Q","2012-Q2",1.02101003,
"BRA","QGDP","TOT","PC_CHGPY","Q","2012-Q3",2.999135455,
"BRA","QGDP","TOT","PC_CHGPY","Q","2012-Q4",2.12855824,
"BRA","QGDP","TOT","PC_CHGPY","Q","2013-Q1",3.920046406,
"BRA","QGDP","TOT","PC_CHGPY","Q","2013-Q2",3.920324811,
"BRA","QGDP","TOT","PC_CHGPY","Q","2013-Q3",2.451241793,
"BRA","QGDP","TOT","PC_CHGPY","Q","2013-Q4",2.592427647,
"BRA","QGDP","TOT","PC_CHGPY","Q","2014-Q1",3.070425417,
"BRA","QGDP","TOT","PC_CHGPY","Q","2014-Q2",-0.216982669,
"BRA","QGDP","TOT","PC_CHGPY","Q","2014-Q3",-0.547038605,
